company_id,year,account_code,account_label,amount,source,nature,defaut
1,2023,601,Achats de marchandises,694810,CPC,charge,non
1,2023,602,Achats de matières premières,347405,CPC,charge,non
1,2023,641,Rémunérations du personnel,434256,CPC,charge,non
1,2023,645,Charges sociales,260553,CPC,charge,non
1,2023,213,Constructions,763742,BILAN,actif,non
1,2023,223,Matériel informatique,190935,BILAN,actif,non
1,2023,411,Clients,400231,BILAN,actif,non
1,2023,511,Banque,95467,BILAN,actif,non
1,2023,101,Capital social,572807,BILAN,passif,non
1,2023,401,Fournisseurs,521107,BILAN,passif,non
1,2023,421,Personnel,173702,BILAN,passif,non
1,2023,7011,Encaissements clients,2094291,FLUX_TRESORERIE,encaissement,non
1,2023,6011,Décaissements fournisseurs,872801,FLUX_TRESORERIE,decaissement_exploitation,non
1,2023,6411,Décaissements personnel,430882,FLUX_TRESORERIE,decaissement_exploitation,non
1,2023,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
1,2023,2111,Acquisitions immobilisations,215497,FLUX_TRESORERIE,investissement,non
2,2021,701,Ventes de produits finis,262800,CPC,produit,non
2,2021,706,Prestations de services,112628,CPC,produit,non
2,2021,601,Achats de marchandises,110539,CPC,charge,non
2,2021,602,Achats de matières premières,55269,CPC,charge,non
2,2021,641,Rémunérations du personnel,69087,CPC,charge,non
2,2021,645,Charges sociales,41452,CPC,charge,non
2,2021,213,Constructions,164701,BILAN,actif,non
2,2021,223,Matériel informatique,41175,BILAN,actif,non
2,2021,411,Clients,67577,BILAN,actif,non
2,2021,511,Banque,20587,BILAN,actif,non
2,2021,101,Capital social,123526,BILAN,passif,non
2,2021,401,Fournisseurs,82904,BILAN,passif,non
2,2021,421,Personnel,27634,BILAN,passif,non
2,2021,7011,Encaissements clients,393090,FLUX_TRESORERIE,encaissement,non
2,2021,6011,Décaissements fournisseurs,175193,FLUX_TRESORERIE,decaissement_exploitation,non
2,2021,6411,Décaissements personnel,68164,FLUX_TRESORERIE,decaissement_exploitation,non
2,2021,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
2,2021,2111,Acquisitions immobilisations,54932,FLUX_TRESORERIE,investissement,non
2,2021,1011,Apports en capital,0,FLUX_TRESORERIE,financement,non
2,2022,701,Ventes de produits finis,780085,CPC,produit,non
2,2022,706,Prestations de services,334322,CPC,produit,non
2,2022,601,Achats de marchandises,271753,CPC,charge,non
2,2022,602,Achats de matières premières,135876,CPC,charge,non
2,2022,641,Rémunérations du personnel,169845,CPC,charge,non
2,2022,645,Charges sociales,101907,CPC,charge,non
2,2022,213,Constructions,494854,BILAN,actif,non
2,2022,223,Matériel informatique,123713,BILAN,actif,non
2,2022,411,Clients,200593,BILAN,actif,non
2,2022,511,Banque,61856,BILAN,actif,non
2,2022,101,Capital social,371140,BILAN,passif,non
2,2022,401,Fournisseurs,203814,BILAN,passif,non
2,2022,421,Personnel,67938,BILAN,passif,non
2,2022,7011,Encaissements clients,1088771,FLUX_TRESORERIE,encaissement,non
2,2022,6011,Décaissements fournisseurs,391423,FLUX_TRESORERIE,decaissement_exploitation,non
2,2022,6411,Décaissements personnel,157019,FLUX_TRESORERIE,decaissement_exploitation,non
2,2022,6511,Décaissements impôts,40201,FLUX_TRESORERIE,decaissement_exploitation,non
2,2022,2111,Acquisitions immobilisations,176340,FLUX_TRESORERIE,investissement,non
2,2022,4561,Dividendes versés,21621,FLUX_TRESORERIE,remboursement,non
2,2023,701,Ventes de produits finis,479304,CPC,produit,non
2,2023,706,Prestations de services,205416,CPC,produit,non
2,2023,601,Achats de marchandises,202352,CPC,charge,non
2,2023,602,Achats de matières premières,101176,CPC,charge,non
2,2023,641,Rémunérations du personnel,126470,CPC,charge,non
2,2023,645,Charges sociales,75882,CPC,charge,non
2,2023,213,Constructions,326771,BILAN,actif,non
2,2023,223,Matériel informatique,81692,BILAN,actif,non
2,2023,411,Clients,123249,BILAN,actif,non
2,2023,511,Banque,40846,BILAN,actif,non
2,2023,101,Capital social,245078,BILAN,passif,non
2,2023,401,Fournisseurs,151764,BILAN,passif,non
2,2023,421,Personnel,50588,BILAN,passif,non
2,2023,7011,Encaissements clients,636950,FLUX_TRESORERIE,encaissement,non
2,2023,6011,Décaissements fournisseurs,248849,FLUX_TRESORERIE,decaissement_exploitation,non
2,2023,6411,Décaissements personnel,125371,FLUX_TRESORERIE,decaissement_exploitation,non
2,2023,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
2,2023,1011,Apports en capital,0,FLUX_TRESORERIE,financement,non
3,2021,701,Ventes de produits finis,291718,CPC,produit,non
3,2021,706,Prestations de services,125022,CPC,produit,non
3,2021,601,Achats de marchandises,103440,CPC,charge,non
3,2021,602,Achats de matières premières,51720,CPC,charge,non
3,2021,641,Rémunérations du personnel,64650,CPC,charge,non
3,2021,645,Charges sociales,38790,CPC,charge,non
3,2021,213,Constructions,141354,BILAN,actif,non
3,2021,223,Matériel informatique,35338,BILAN,actif,non
3,2021,411,Clients,75013,BILAN,actif,non
3,2021,511,Banque,17669,BILAN,actif,non
3,2021,101,Capital social,106015,BILAN,passif,non
3,2021,401,Fournisseurs,77580,BILAN,passif,non
3,2021,421,Personnel,25860,BILAN,passif,non
3,2021,7011,Encaissements clients,376128,FLUX_TRESORERIE,encaissement,non
3,2021,6011,Décaissements fournisseurs,151340,FLUX_TRESORERIE,decaissement_exploitation,non
3,2021,6411,Décaissements personnel,63990,FLUX_TRESORERIE,decaissement_exploitation,non
3,2021,6511,Décaissements impôts,13124,FLUX_TRESORERIE,decaissement_exploitation,non
3,2021,2111,Acquisitions immobilisations,52920,FLUX_TRESORERIE,investissement,non
3,2021,4561,Dividendes versés,5727,FLUX_TRESORERIE,remboursement,non
3,2022,701,Ventes de produits finis,117967,CPC,produit,non
3,2022,706,Prestations de services,50557,CPC,produit,non
3,2022,601,Achats de marchandises,34498,CPC,charge,non
3,2022,602,Achats de matières premières,17249,CPC,charge,non
3,2022,641,Rémunérations du personnel,21561,CPC,charge,non
3,2022,645,Charges sociales,12936,CPC,charge,non
3,2022,213,Constructions,79223,BILAN,actif,non
3,2022,223,Matériel informatique,19805,BILAN,actif,non
3,2022,411,Clients,30334,BILAN,actif,non
3,2022,511,Banque,9902,BILAN,actif,non
3,2022,101,Capital social,59417,BILAN,passif,non
3,2022,401,Fournisseurs,25873,BILAN,passif,non
3,2022,421,Personnel,8624,BILAN,passif,non
3,2022,7011,Encaissements clients,145387,FLUX_TRESORERIE,encaissement,non
3,2022,6011,Décaissements fournisseurs,47322,FLUX_TRESORERIE,decaissement_exploitation,non
3,2022,6411,Décaissements personnel,21552,FLUX_TRESORERIE,decaissement_exploitation,non
3,2022,6511,Décaissements impôts,12084,FLUX_TRESORERIE,decaissement_exploitation,non
3,2022,4561,Dividendes versés,8221,FLUX_TRESORERIE,remboursement,non
3,2023,701,Ventes de produits finis,117722,CPC,produit,non
3,2023,706,Prestations de services,50452,CPC,produit,non
3,2023,601,Achats de marchandises,36252,CPC,charge,non
3,2023,602,Achats de matières premières,18126,CPC,charge,non
3,2023,641,Rémunérations du personnel,22657,CPC,charge,non
3,2023,645,Charges sociales,13594,CPC,charge,non
3,2023,213,Constructions,57858,BILAN,actif,non
3,2023,223,Matériel informatique,14464,BILAN,actif,non
3,2023,411,Clients,30271,BILAN,actif,non
3,2023,511,Banque,7232,BILAN,actif,non
3,2023,101,Capital social,43393,BILAN,passif,non
3,2023,401,Fournisseurs,27189,BILAN,passif,non
3,2023,421,Personnel,9063,BILAN,passif,non
3,2023,7011,Encaissements clients,146700,FLUX_TRESORERIE,encaissement,non
3,2023,6011,Décaissements fournisseurs,50595,FLUX_TRESORERIE,decaissement_exploitation,non
3,2023,6411,Décaissements personnel,21419,FLUX_TRESORERIE,decaissement_exploitation,non
3,2023,6511,Décaissements impôts,12196,FLUX_TRESORERIE,decaissement_exploitation,non
3,2023,1011,Apports en capital,0,FLUX_TRESORERIE,financement,non
3,2023,4561,Dividendes versés,7897,FLUX_TRESORERIE,remboursement,non
4,2021,701,Ventes de produits finis,186578,CPC,produit,non
4,2021,706,Prestations de services,79962,CPC,produit,non
4,2021,601,Achats de marchandises,88885,CPC,charge,non
4,2021,602,Achats de matières premières,44442,CPC,charge,non
4,2021,641,Rémunérations du personnel,55553,CPC,charge,non
4,2021,645,Charges sociales,33332,CPC,charge,non
4,2021,213,Constructions,87355,BILAN,actif,non
4,2021,223,Matériel informatique,21838,BILAN,actif,non
4,2021,411,Clients,47977,BILAN,actif,non
4,2021,511,Banque,10919,BILAN,actif,non
4,2021,101,Capital social,65516,BILAN,passif,non
4,2021,401,Fournisseurs,66664,BILAN,passif,non
4,2021,421,Personnel,22221,BILAN,passif,non
4,2021,7011,Encaissements clients,235171,FLUX_TRESORERIE,encaissement,non
4,2021,6011,Décaissements fournisseurs,144801,FLUX_TRESORERIE,decaissement_exploitation,non
4,2021,6411,Décaissements personnel,55122,FLUX_TRESORERIE,decaissement_exploitation,non
4,2021,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
4,2021,2111,Acquisitions immobilisations,21590,FLUX_TRESORERIE,investissement,non
4,2021,1011,Apports en capital,0,FLUX_TRESORERIE,financement,non
4,2022,701,Ventes de produits finis,216923,CPC,produit,non
4,2022,706,Prestations de services,92967,CPC,produit,non
4,2022,601,Achats de marchandises,97038,CPC,charge,non
4,2022,602,Achats de matières premières,48519,CPC,charge,non
4,2022,641,Rémunérations du personnel,60649,CPC,charge,non
4,2022,645,Charges sociales,36389,CPC,charge,non
4,2022,213,Constructions,104578,BILAN,actif,non
4,2022,223,Matériel informatique,26144,BILAN,actif,non
4,2022,411,Clients,55780,BILAN,actif,non
4,2022,511,Banque,13072,BILAN,actif,non
4,2022,101,Capital social,78433,BILAN,passif,non
4,2022,401,Fournisseurs,72779,BILAN,passif,non
4,2022,421,Personnel,24259,BILAN,passif,non
4,2022,7011,Encaissements clients,298570,FLUX_TRESORERIE,encaissement,non
4,2022,6011,Décaissements fournisseurs,119885,FLUX_TRESORERIE,decaissement_exploitation,non
4,2022,6411,Décaissements personnel,59023,FLUX_TRESORERIE,decaissement_exploitation,non
4,2022,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
4,2023,701,Ventes de produits finis,549851,CPC,produit,non
4,2023,706,Prestations de services,235650,CPC,produit,non
4,2023,601,Achats de marchandises,253824,CPC,charge,non
4,2023,602,Achats de matières premières,126912,CPC,charge,non
4,2023,641,Rémunérations du personnel,158640,CPC,charge,non
4,2023,645,Charges sociales,95184,CPC,charge,non
4,2023,213,Constructions,398440,BILAN,actif,non
4,2023,223,Matériel informatique,99610,BILAN,actif,non
4,2023,411,Clients,141390,BILAN,actif,non
4,2023,511,Banque,49805,BILAN,actif,non
4,2023,101,Capital social,298830,BILAN,passif,non
4,2023,401,Fournisseurs,190368,BILAN,passif,non
4,2023,421,Personnel,63456,BILAN,passif,non
4,2023,7011,Encaissements clients,750574,FLUX_TRESORERIE,encaissement,non
4,2023,6011,Décaissements fournisseurs,373875,FLUX_TRESORERIE,decaissement_exploitation,non
4,2023,6411,Décaissements personnel,158075,FLUX_TRESORERIE,decaissement_exploitation,non
4,2023,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
5,2021,701,Ventes de produits finis,223990,CPC,produit,non
5,2021,706,Prestations de services,95996,CPC,produit,non
5,2021,601,Achats de marchandises,64642,CPC,charge,non
5,2021,602,Achats de matières premières,32321,CPC,charge,non
5,2021,641,Rémunérations du personnel,40401,CPC,charge,non
5,2021,645,Charges sociales,24240,CPC,charge,non
5,2021,213,Constructions,123241,BILAN,actif,non
5,2021,223,Matériel informatique,30810,BILAN,actif,non
5,2021,411,Clients,57597,BILAN,actif,non
5,2021,511,Banque,15405,BILAN,actif,non
5,2021,101,Capital social,92430,BILAN,passif,non
5,2021,401,Fournisseurs,48481,BILAN,passif,non
5,2021,421,Personnel,16160,BILAN,passif,non
5,2021,7011,Encaissements clients,279732,FLUX_TRESORERIE,encaissement,non
5,2021,6011,Décaissements fournisseurs,84106,FLUX_TRESORERIE,decaissement_exploitation,non
5,2021,6411,Décaissements personnel,37727,FLUX_TRESORERIE,decaissement_exploitation,non
5,2021,6511,Décaissements impôts,24262,FLUX_TRESORERIE,decaissement_exploitation,non
5,2021,2111,Acquisitions immobilisations,22190,FLUX_TRESORERIE,investissement,non
5,2021,1011,Apports en capital,0,FLUX_TRESORERIE,financement,non
5,2021,4561,Dividendes versés,17861,FLUX_TRESORERIE,remboursement,non
5,2022,701,Ventes de produits finis,74556,CPC,produit,non
5,2022,706,Prestations de services,31952,CPC,produit,non
5,2022,601,Achats de marchandises,28917,CPC,charge,non
5,2022,602,Achats de matières premières,14458,CPC,charge,non
5,2022,641,Rémunérations du personnel,18073,CPC,charge,non
5,2022,645,Charges sociales,10843,CPC,charge,non
5,2022,213,Constructions,35906,BILAN,actif,non
5,2022,223,Matériel informatique,8976,BILAN,actif,non
5,2022,411,Clients,19171,BILAN,actif,non
5,2022,511,Banque,4488,BILAN,actif,non
5,2022,101,Capital social,26929,BILAN,passif,non
5,2022,401,Fournisseurs,21687,BILAN,passif,non
5,2022,421,Personnel,7229,BILAN,passif,non
5,2022,7011,Encaissements clients,95096,FLUX_TRESORERIE,encaissement,non
5,2022,6011,Décaissements fournisseurs,36422,FLUX_TRESORERIE,decaissement_exploitation,non
5,2022,6411,Décaissements personnel,17956,FLUX_TRESORERIE,decaissement_exploitation,non
5,2022,6511,Décaissements impôts,1362,FLUX_TRESORERIE,decaissement_exploitation,non
5,2022,2111,Acquisitions immobilisations,11531,FLUX_TRESORERIE,investissement,non
5,2022,4561,Dividendes versés,581,FLUX_TRESORERIE,remboursement,non
5,2023,701,Ventes de produits finis,47356,CPC,produit,non
5,2023,706,Prestations de services,20295,CPC,produit,non
5,2023,601,Achats de marchandises,15503,CPC,charge,non
5,2023,602,Achats de matières premières,7751,CPC,charge,non
5,2023,641,Rémunérations du personnel,9689,CPC,charge,non
5,2023,645,Charges sociales,5813,CPC,charge,non
5,2023,213,Constructions,26525,BILAN,actif,non
5,2023,223,Matériel informatique,6631,BILAN,actif,non
5,2023,411,Clients,12177,BILAN,actif,non
5,2023,511,Banque,3315,BILAN,actif,non
5,2023,101,Capital social,19894,BILAN,passif,non
5,2023,401,Fournisseurs,11627,BILAN,passif,non
5,2023,421,Personnel,3875,BILAN,passif,non
5,2023,7011,Encaissements clients,66615,FLUX_TRESORERIE,encaissement,non
5,2023,6011,Décaissements fournisseurs,25471,FLUX_TRESORERIE,decaissement_exploitation,non
5,2023,6411,Décaissements personnel,8816,FLUX_TRESORERIE,decaissement_exploitation,non
5,2023,6511,Décaissements impôts,3216,FLUX_TRESORERIE,decaissement_exploitation,non
5,2023,2111,Acquisitions immobilisations,9029,FLUX_TRESORERIE,investissement,non
5,2023,1011,Apports en capital,0,FLUX_TRESORERIE,financement,non
6,2021,701,Ventes de produits finis,805706,CPC,produit,non
6,2021,706,Prestations de services,345302,CPC,produit,non
6,2021,601,Achats de marchandises,404019,CPC,charge,non
6,2021,602,Achats de matières premières,202009,CPC,charge,non
6,2021,641,Rémunérations du personnel,252512,CPC,charge,non
6,2021,645,Charges sociales,151507,CPC,charge,non
6,2021,213,Constructions,577327,BILAN,actif,non
6,2021,223,Matériel informatique,144331,BILAN,actif,non
6,2021,411,Clients,207181,BILAN,actif,non
6,2021,511,Banque,72165,BILAN,actif,non
6,2021,101,Capital social,432995,BILAN,passif,non
6,2021,401,Fournisseurs,303014,BILAN,passif,non
6,2021,421,Personnel,101004,BILAN,passif,non
6,2021,7011,Encaissements clients,1176641,FLUX_TRESORERIE,encaissement,non
6,2021,6011,Décaissements fournisseurs,584877,FLUX_TRESORERIE,decaissement_exploitation,non
6,2021,6411,Décaissements personnel,228538,FLUX_TRESORERIE,decaissement_exploitation,non
6,2021,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
6,2022,701,Ventes de produits finis,1018781,CPC,produit,non
6,2022,706,Prestations de services,436620,CPC,produit,non
6,2022,601,Achats de marchandises,451594,CPC,charge,non
6,2022,602,Achats de matières premières,225797,CPC,charge,non
6,2022,641,Rémunérations du personnel,282246,CPC,charge,non
6,2022,645,Charges sociales,169348,CPC,charge,non
6,2022,213,Constructions,465604,BILAN,actif,non
6,2022,223,Matériel informatique,116401,BILAN,actif,non
6,2022,411,Clients,261972,BILAN,actif,non
6,2022,511,Banque,58200,BILAN,actif,non
6,2022,101,Capital social,349203,BILAN,passif,non
6,2022,401,Fournisseurs,338696,BILAN,passif,non
6,2022,421,Personnel,112898,BILAN,passif,non
6,2022,7011,Encaissements clients,1299309,FLUX_TRESORERIE,encaissement,non
6,2022,6011,Décaissements fournisseurs,623412,FLUX_TRESORERIE,decaissement_exploitation,non
6,2022,6411,Décaissements personnel,255677,FLUX_TRESORERIE,decaissement_exploitation,non
6,2022,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
6,2022,1011,Apports en capital,0,FLUX_TRESORERIE,financement,non
6,2023,701,Ventes de produits finis,308753,CPC,produit,non
6,2023,706,Prestations de services,132322,CPC,produit,non
6,2023,601,Achats de marchandises,149628,CPC,charge,non
6,2023,602,Achats de matières premières,74814,CPC,charge,non
6,2023,641,Rémunérations du personnel,93517,CPC,charge,non
6,2023,645,Charges sociales,56110,CPC,charge,non
6,2023,213,Constructions,224841,BILAN,actif,non
6,2023,223,Matériel informatique,56210,BILAN,actif,non
6,2023,411,Clients,79393,BILAN,actif,non
6,2023,511,Banque,28105,BILAN,actif,non
6,2023,101,Capital social,168630,BILAN,passif,non
6,2023,401,Fournisseurs,112221,BILAN,passif,non
6,2023,421,Personnel,37407,BILAN,passif,non
6,2023,7011,Encaissements clients,423941,FLUX_TRESORERIE,encaissement,non
6,2023,6011,Décaissements fournisseurs,227926,FLUX_TRESORERIE,decaissement_exploitation,non
6,2023,6411,Décaissements personnel,85613,FLUX_TRESORERIE,decaissement_exploitation,non
6,2023,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
7,2021,701,Ventes de produits finis,869859,CPC,produit,oui
7,2021,706,Prestations de services,372796,CPC,produit,oui
7,2021,601,Achats de marchandises,453060,CPC,charge,oui
7,2021,602,Achats de matières premières,226530,CPC,charge,oui
7,2021,641,Rémunérations du personnel,283162,CPC,charge,oui
7,2021,645,Charges sociales,169897,CPC,charge,oui
7,2021,213,Constructions,490140,BILAN,actif,oui
7,2021,223,Matériel informatique,122535,BILAN,actif,oui
7,2021,411,Clients,223678,BILAN,actif,oui
7,2021,511,Banque,61267,BILAN,actif,oui
7,2021,101,Capital social,367605,BILAN,passif,oui
7,2021,401,Fournisseurs,339795,BILAN,passif,oui
7,2021,421,Personnel,113265,BILAN,passif,oui
7,2021,7011,Encaissements clients,1188259,FLUX_TRESORERIE,encaissement,oui
7,2021,6011,Décaissements fournisseurs,555269,FLUX_TRESORERIE,decaissement_exploitation,oui
7,2021,6411,Décaissements personnel,269226,FLUX_TRESORERIE,decaissement_exploitation,oui
7,2021,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,oui
7,2021,2111,Acquisitions immobilisations,69595,FLUX_TRESORERIE,investissement,oui
7,2022,701,Ventes de produits finis,316967,CPC,produit,non
7,2022,706,Prestations de services,135843,CPC,produit,non
7,2022,601,Achats de marchandises,137641,CPC,charge,non
7,2022,602,Achats de matières premières,68820,CPC,charge,non
7,2022,641,Rémunérations du personnel,86025,CPC,charge,non
7,2022,645,Charges sociales,51615,CPC,charge,non
7,2022,213,Constructions,188696,BILAN,actif,non
7,2022,223,Matériel informatique,47174,BILAN,actif,non
7,2022,411,Clients,81505,BILAN,actif,non
7,2022,511,Banque,23587,BILAN,actif,non
7,2022,101,Capital social,141522,BILAN,passif,non
7,2022,401,Fournisseurs,103231,BILAN,passif,non
7,2022,421,Personnel,34410,BILAN,passif,non
7,2022,7011,Encaissements clients,388488,FLUX_TRESORERIE,encaissement,non
7,2022,6011,Décaissements fournisseurs,170247,FLUX_TRESORERIE,decaissement_exploitation,non
7,2022,6411,Décaissements personnel,83078,FLUX_TRESORERIE,decaissement_exploitation,non
7,2022,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
7,2022,2111,Acquisitions immobilisations,35888,FLUX_TRESORERIE,investissement,non
7,2023,701,Ventes de produits finis,1075081,CPC,produit,oui
7,2023,706,Prestations de services,460749,CPC,produit,oui
7,2023,601,Achats de marchandises,537446,CPC,charge,oui
7,2023,602,Achats de matières premières,268723,CPC,charge,oui
7,2023,641,Rémunérations du personnel,335903,CPC,charge,oui
7,2023,645,Charges sociales,201542,CPC,charge,oui
7,2023,213,Constructions,478274,BILAN,actif,oui
7,2023,223,Matériel informatique,119568,BILAN,actif,oui
7,2023,411,Clients,276449,BILAN,actif,oui
7,2023,511,Banque,59784,BILAN,actif,oui
7,2023,101,Capital social,358705,BILAN,passif,oui
7,2023,401,Fournisseurs,403084,BILAN,passif,oui
7,2023,421,Personnel,134361,BILAN,passif,oui
7,2023,7011,Encaissements clients,1445900,FLUX_TRESORERIE,encaissement,oui
7,2023,6011,Décaissements fournisseurs,869618,FLUX_TRESORERIE,decaissement_exploitation,oui
7,2023,6411,Décaissements personnel,333745,FLUX_TRESORERIE,decaissement_exploitation,oui
7,2023,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,oui
8,2021,701,Ventes de produits finis,285675,CPC,produit,non
8,2021,706,Prestations de services,122432,CPC,produit,non
8,2021,601,Achats de marchandises,130402,CPC,charge,non
8,2021,602,Achats de matières premières,65201,CPC,charge,non
8,2021,641,Rémunérations du personnel,81501,CPC,charge,non
8,2021,645,Charges sociales,48900,CPC,charge,non
8,2021,213,Constructions,127243,BILAN,actif,non
8,2021,223,Matériel informatique,31810,BILAN,actif,non
8,2021,411,Clients,73459,BILAN,actif,non
8,2021,511,Banque,15905,BILAN,actif,non
8,2021,101,Capital social,95432,BILAN,passif,non
8,2021,401,Fournisseurs,97801,BILAN,passif,non
8,2021,421,Personnel,32600,BILAN,passif,non
8,2021,7011,Encaissements clients,352506,FLUX_TRESORERIE,encaissement,non
8,2021,6011,Décaissements fournisseurs,170817,FLUX_TRESORERIE,decaissement_exploitation,non
8,2021,6411,Décaissements personnel,75673,FLUX_TRESORERIE,decaissement_exploitation,non
8,2021,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
8,2021,2111,Acquisitions immobilisations,25528,FLUX_TRESORERIE,investissement,non
8,2022,701,Ventes de produits finis,226409,CPC,produit,non
8,2022,706,Prestations de services,97032,CPC,produit,non
8,2022,601,Achats de marchandises,102752,CPC,charge,non
8,2022,602,Achats de matières premières,51376,CPC,charge,non
8,2022,641,Rémunérations du personnel,64220,CPC,charge,non
8,2022,645,Charges sociales,38532,CPC,charge,non
8,2022,213,Constructions,142407,BILAN,actif,non
8,2022,223,Matériel informatique,35601,BILAN,actif,non
8,2022,411,Clients,58219,BILAN,actif,non
8,2022,511,Banque,17800,BILAN,actif,non
8,2022,101,Capital social,106805,BILAN,passif,non
8,2022,401,Fournisseurs,77064,BILAN,passif,non
8,2022,421,Personnel,25688,BILAN,passif,non
8,2022,7011,Encaissements clients,335200,FLUX_TRESORERIE,encaissement,non
8,2022,6011,Décaissements fournisseurs,128093,FLUX_TRESORERIE,decaissement_exploitation,non
8,2022,6411,Décaissements personnel,63437,FLUX_TRESORERIE,decaissement_exploitation,non
8,2022,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
8,2023,701,Ventes de produits finis,1426294,CPC,produit,non
8,2023,706,Prestations de services,611269,CPC,produit,non
8,2023,601,Achats de marchandises,687595,CPC,charge,non
8,2023,602,Achats de matières premières,343797,CPC,charge,non
8,2023,641,Rémunérations du personnel,429746,CPC,charge,non
8,2023,645,Charges sociales,257848,CPC,charge,non
8,2023,213,Constructions,673518,BILAN,actif,non
8,2023,223,Matériel informatique,168379,BILAN,actif,non
8,2023,411,Clients,366761,BILAN,actif,non
8,2023,511,Banque,84189,BILAN,actif,non
8,2023,101,Capital social,505139,BILAN,passif,non
8,2023,401,Fournisseurs,515696,BILAN,passif,non
8,2023,421,Personnel,171898,BILAN,passif,non
8,2023,7011,Encaissements clients,2012092,FLUX_TRESORERIE,encaissement,non
8,2023,6011,Décaissements fournisseurs,1089020,FLUX_TRESORERIE,decaissement_exploitation,non
8,2023,6411,Décaissements personnel,408492,FLUX_TRESORERIE,decaissement_exploitation,non
8,2023,6511,Décaissements impôts,0,FLUX_TRESORERIE,decaissement_exploitation,non
8,2023,1011,Apports en capital,0,FLUX_TRESORERIE,financement,non
9,2021,701,Ventes de produits finis,243184,CPC,produit,non
9,2021,706,Prestations de services,104222,CPC,produit,non
9,2021,601,Achats de marchandises,108847,CPC,charge,non
9,2021,602,Achats de matières premières,54423,CPC,charge,non
9,2021,641,Rémunérations du personnel,68029,CPC,charge,non
9,2021,645,Charges sociales,40817,CPC,charge,non
9,2021,213,Constructions,108181,BILAN,actif,non
